	time	snht
0	1968-11-01	0.0
1	1969-01-09	0.0
2	1969-01-16	0.0
3	1969-03-17	0.0
4	1969-05-05	0.0
5	1969-05-17	0.0
6	1969-05-22	0.0
7	1969-05-26	0.0
8	1969-06-05	0.0
9	1969-06-07	0.0
10	1969-06-09	0.0
11	1969-06-21	0.0
12	1969-06-26	0.0
13	1969-06-30	0.0
14	1969-07-03	0.0
15	1969-07-05	0.0
16	1969-07-10	0.0
17	1969-07-17	0.0
18	1969-07-21	0.0
19	1969-07-28	0.0
20	1969-07-31	0.0
21	1969-08-04	0.0
22	1969-08-06	0.0
23	1969-08-11	0.0
24	1969-08-18	0.0
25	1969-08-22	0.0
26	1969-08-25	0.0
27	1969-08-27	0.0
28	1969-09-03	0.0
29	1969-09-17	0.0
30	1969-09-26	0.0
31	1969-09-29	0.0
32	1969-10-01	0.0
33	1969-10-03	0.0
34	1969-10-13	0.0
35	1969-10-17	0.0
36	1969-10-20	0.0
37	1969-10-22	0.0
38	1969-10-31	0.0
39	1969-11-10	0.0
40	1969-11-14	0.0
41	1969-11-17	0.0
42	1969-11-28	0.0
43	1969-12-08	0.0
44	1969-12-17	0.0
45	1969-12-19	0.0
46	1970-01-02	0.0
47	1971-04-07	0.0
48	1971-04-16	0.0
49	1971-04-17	0.0
50	1971-04-19	0.0
51	1971-04-20	0.0
52	1971-04-21	0.0
53	1971-04-29	0.0
54	1971-05-04	0.0
55	1971-05-05	0.0
56	1971-05-06	0.0
57	1971-05-11	0.0
58	1971-05-15	0.0
59	1971-05-21	0.0
60	1971-05-24	0.0
61	1971-05-28	0.0
62	2015-02-20	0.0
63	2015-09-23	0.0
64	2015-11-24	0.0
65	2015-11-25	0.0
66	2015-11-26	0.0
67	2015-11-27	0.0
68	2015-11-28	0.0
69	2015-11-29	0.0
70	2015-11-30	0.0
71	2015-12-01	0.0
72	2015-12-02	0.0
73	2015-12-03	0.0
74	2015-12-04	0.0
75	2015-12-05	0.0
76	2015-12-06	0.0
77	2015-12-07	0.0
78	2015-12-09	0.0
79	2015-12-10	0.0
80	2015-12-11	0.0
81	2015-12-12	0.0
82	2015-12-13	0.0
83	2015-12-14	0.0
84	2015-12-15	0.0
85	2015-12-16	0.0
86	2015-12-19	0.0
87	2015-12-20	0.0
88	2015-12-21	0.0
89	2015-12-22	0.0
90	2015-12-23	0.0
91	2015-12-24	0.0
92	2015-12-25	0.0
93	2015-12-26	0.0
94	2015-12-27	0.0
95	2015-12-28	0.0
96	2015-12-29	0.0
97	2015-12-30	0.0
98	2015-12-31	0.0
99	2016-01-01	0.0
100	2016-01-02	0.0
101	2016-01-03	0.0
102	2016-01-04	0.0
103	2016-01-05	0.0
104	2016-01-06	0.0
105	2016-01-07	0.0
106	2016-01-08	0.0
107	2016-01-09	0.0
108	2016-01-10	0.0
109	2016-01-11	0.0
110	2016-01-12	0.0
111	2016-01-13	0.0
112	2016-01-14	0.0
113	2016-01-15	0.0
114	2016-01-16	0.0
115	2016-01-17	0.0
116	2016-01-18	0.0
117	2016-01-19	0.0
118	2016-01-20	0.0
119	2016-01-21	0.0
120	2016-01-22	0.0
121	2016-01-23	0.0
122	2016-01-24	0.0
123	2016-01-25	0.0
124	2016-01-26	0.0
125	2016-01-28	0.0
126	2016-01-29	0.0
127	2016-01-30	0.0
128	2016-02-01	0.0
129	2016-02-02	0.0
130	2016-02-03	0.0
131	2016-02-04	0.0
132	2016-02-05	0.0
133	2016-02-06	0.0
134	2016-02-08	0.0
135	2016-02-09	0.0
136	2016-02-10	0.0
137	2016-02-11	0.0
138	2016-02-12	0.0
139	2016-02-15	0.0
140	2016-02-16	0.0
141	2016-02-17	0.0
142	2016-02-18	0.0
143	2016-02-19	0.0
144	2016-02-20	0.0
145	2016-02-21	0.0
146	2016-02-22	0.0
147	2016-02-23	0.0
148	2016-02-24	0.0
149	2016-02-25	0.0
150	2016-02-26	0.0
151	2016-02-27	0.0
152	2016-02-28	0.0
153	2016-02-29	0.0
154	2016-03-01	0.0
155	2016-03-02	0.0
156	2016-03-04	0.0
157	2016-03-05	0.0
158	2016-03-06	0.0
159	2016-03-07	0.0
160	2016-03-09	0.0
161	2016-03-10	0.0
162	2016-03-11	0.0
163	2016-03-12	0.0
164	2016-03-13	0.0
165	2016-03-14	0.0
166	2016-03-15	0.0
167	2016-03-16	0.0
168	2016-03-17	0.0
169	2016-03-18	0.0
170	2016-03-19	0.0
171	2016-03-20	0.0
172	2016-03-21	0.0
173	2016-03-22	0.0
174	2016-03-23	0.0
175	2016-03-24	0.0
176	2016-03-25	0.0
177	2016-03-26	0.0
178	2016-03-27	0.0
179	2016-03-28	0.0
180	2016-03-29	0.0
181	2016-03-30	0.0
182	2016-03-31	0.0
183	2016-04-01	0.0
184	2016-04-02	0.0
185	2016-04-03	0.0
186	2016-04-04	0.0
187	2016-04-05	0.0
188	2016-04-06	0.0
189	2016-04-07	0.0
190	2016-04-08	0.0
191	2016-04-09	0.0
192	2016-04-10	0.0
193	2016-04-11	0.0
194	2016-04-12	0.0
195	2016-04-13	0.0
196	2016-04-14	0.0
197	2016-04-15	0.0
198	2016-04-16	0.0
199	2016-04-17	0.0
200	2016-04-18	0.0
201	2016-04-19	0.0
202	2016-04-20	0.0
203	2016-04-21	0.0
204	2016-04-22	0.0
205	2016-04-23	0.0
206	2016-04-24	0.0
207	2016-04-25	0.0
208	2016-04-26	0.0
209	2016-04-27	0.0
210	2016-04-28	0.0
211	2016-04-29	0.0
212	2016-04-30	0.0
213	2016-05-01	0.0
