/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._10389	31.1	27.5	-124.300003	130.5
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._10411	47.099998	31.0	151.0	127.0
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._10464	44.700001	44.599998	-15.3	-16.200001
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._10592	-3.2	42.5	107.300003	-146.399994
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._12501	45.200001	45.299999	-8.4	-7.2
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._1:61696	33.099998	42.700001	-45.700001	-45.700001
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._10799	-61.299999	29.5	85.199997	-68.400002
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._10810	60.0	20.6	-7.7	-85.300003
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._10828	58.900002	58.900002	-29.5	-19.1
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._11500	86.599998	82.300011	169.699997	-143.5
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._11501	75.800011	84.599998	171.5	-32.299999
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._10899	41.799999	3.9	-131.100006	152.100006
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._10928	28.299999	28.1	-95.099998	-52.5
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._10977	26.0	52.599998	-161.300003	-146.300003
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._11502	77.599998	74.0	164.0	-163.699997
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._12601	12.2	18.200001	45.5	70.099998
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._11900	7.9	11.8	-157.899994	-158.300003
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._1:53231	42.369999	41.450001	108.199997	106.379997
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._12000	40.0	49.0	152.5	-9.4
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._12001	42.299999	44.700001	133.300003	137.199997
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._12003	36.0	32.200001	-70.0	138.5
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._12004	61.099998	45.299999	172.399994	139.300003
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._12005	43.900002	42.5	136.5	-17.5
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._12701	40.0	32.099998	-178.699997	-160.0
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._10389	31.1	27.5	-124.300003	130.5
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._10411	47.099998	31.0	151.0	127.0
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._10464	44.700001	44.599998	-15.3	-16.200001
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._10592	-3.2	42.5	107.300003	-146.399994
/raid60/scratch/leo/scratch/era5/odbs//2/era5.conv._12501	45.200001	45.299999	-8.4	-7.2
