	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	distance_km	distance_km_minusLat	city_dist_km	elevation	file	inventory
0	0-20000-0-92003	0	1	 2:80437	3	DARU W.O.			0	143.2	-9.083333333333334		19631001.0	19631124.0	1	0	63	NMS	175	Daru									[38, 85, 117]							L.Haimberger	0	3.3		3.3	9.0	era5.conv._2:80437	OSCAR
1	0-20300-0-99009	0	2	10494	3	OCEAN WEATHER SHIP D			0	-41.0	44.0		19710501.0	19711121.0	1	0	63	NMS	37										[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	8.0			-999.0	era5.conv._10494	IGRA2
2	0-20300-0-99014	0	3	10828	3	OCEAN WEATHER SHIP I			0	-19.0	59.0		19710401.0	19710503.0	1	0	63	NMS	108										[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	12.5			-999.0	era5.conv._10828	IGRA2
3	0-20000-0-62722	0	4	62722	3	AROMA			0	36.15	15.833333333333334		19740701.0	19740726.0	1	0	63	NMS	195	Wagar									[104, 105, 106, 107, 117]							L.Haimberger	0	6.5		39.0	-999.0	era5.conv._62722	OSCAR
4	0-20500-0-30404	0	5	 2:30404	3	CAPE TI NAK TEAM 6			0	43.83	6.67		19650701.0	19650909.0	1	0	63	NMS	68	Xuddur									[38, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	0.0		282.5	453.2376	era5.conv._2:30404	WBAN
5	0-20700-0-63013	0	6	63013	3	AGORDAT                  			0	37.88333333333333	15.55		19570901.0	19570916.0	1	0	63	NMS	66	Barentu									[104, 105, 106, 107, 117]							L.Haimberger	0	0.4		57.3	-999.0	era5.conv._63013	WMO
6	0-20000-0-47938	0	7	42203	3	IEJIMA (US BASE)			0	127.78333333333332	26.716666666666665		19590601.0	19590827.0	1	0	63	NMS	113	Nago									[104, 105, 106, 107, 117]							L.Haimberger	0	5.0		28.8	7.1	era5.conv._42203	OSCAR
7	0-20000-0-89866	0	8	 2:87602	3	MARBLE POINT			0	163.7538888888889	-77.4388888888889		19571201.0	19581231.0	1	0	63	NMS	9										[104, 105, 106, 107]							L.Haimberger	0	2.8			84.0	era5.conv._2:87602	OSCAR
8	0-20000-0-62378	0	9	  C:6122	3	HELWAN			0	31.349166666666665	29.86277777777778		19480701.0	19481106.0	1	0	63	NMS	64	Cairo									[36, 85]							L.Haimberger	0	24.2		12.0	74.5	era5.conv._C:6122	OSCAR
9	0-20300-0-32217	0	10	  C:4571	3	USAF-DS3-217			0	155.4	50.017		19540401.0	19540922.0	1	0	63	NMS	190	Petropavlovsk-Kamchatskiy									[38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	2.4		407.6	25.0	era5.conv._C:4571	IGRA2
10	0-20000-0-76903	0	11	76903	3	TAPACHULA, CHIS			0	-92.29638888888888	14.887222222222222		19620301.0	19630429.0	1	0	63	NMS	156	Tapachula									[104, 105, 106, 107, 117]							L.Haimberger	0	10.5		9.0	118.0	era5.conv._76903	OSCAR
11	0-20000-0-20891	0	12	  C:4554	3	HATANGA			0	102.46638888888889	71.97722222222222		19540401.0	19540922.0	1	0	63	NMS	190										[38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	0.3			32.8	era5.conv._C:4554	OSCAR
12	0-20600-0-88959	0	13	 6:88957	3	Horseshoe Island (operated by UK)			0	-67.25	-67.8		19560401.0	19580604.0	1	0	63	NMS	10										[38, 104, 105, 106, 107]							L.Haimberger	0	2.6			-999.0	era5.conv._6:88957	SCHROEDER
13	0-20500-0-41610	0	14	 2:41610	3	RONGELAP MARSHALL IS			0	166.85	11.15		19580301.0	19580710.0	1	0	63	NMS	142										[104, 105, 106, 107]							L.Haimberger	0	0.0			2.1336	era5.conv._2:41610	WBAN
14	0-20500-0-30305	0	15	30305	3	MAJI			0	35.67	5.75		19660101.0	19670213.0	1	0	63	NMS	68	Bako									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	0.0		99.4	747.0648	era5.conv._30305	WBAN
15	0-20000-0-41316	0	16	 6:22840	3	SALALAH AIRPORT			0	54.07361111111111	17.034722222222225		19440101.0	19470513.0	1	0	63	NMS	171	Salalah									[104, 105, 106, 107]							L.Haimberger	0	3.3		4.0	23.0	era5.conv._6:22840	OSCAR
16	0-20000-0-17609	0	17	17609	3	LARNACA AIRPORT			0	33.617222222222225	34.873333333333335		19780101.0	19781231.0	1	0	63	NMS	53	Larnaca									[104, 105, 106, 107, 117]							L.Haimberger	0	1.4		4.1	11.69	era5.conv._17609	OSCAR
17	0-20000-0-54471	0	18	54471	3	YINGKOU			0	122.16666666666669	40.66666666666666		19590901.0	19591231.0	1	0	63	NMS	47	Dashiqiao									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	5.4		23.3	5.0	era5.conv._54471	OSCAR
18	0-20000-0-64757	0	19	64757	3	FADA			0	21.55	17.166666666666668		19740701.0	19740730.0	1	0	63	NMS	213	Faya									[104, 105, 106, 107, 117]							L.Haimberger	0	6.5		275.3	-999.0	era5.conv._64757	OSCAR
19	0-20000-0-61612	0	20	61612	3	PODOR			0	-14.92972222222222	16.649722222222223		19740601.0	19740624.0	1	0	63	NMS	150	Dagana									[36, 38, 39, 85, 104, 105, 106, 107, 117]							L.Haimberger	0	6.4		64.7	5.73	era5.conv._61612	OSCAR
20	0-20000-0-25563	0	21	  C:6004	3	ANADYR'			0	177.56666666666666	64.78333333333333		19440601.0	19440707.0	1	0	63	NMS	190	Anadyr									[38, 85, 117]							L.Haimberger	0	0.5		4.9	60.94	era5.conv._C:6004	OSCAR
21	0-20000-0-47058	0	22	 2:43210	3	PYONGYANG			0	125.78333333333332	39.03333333333333		19501001.0	19501031.0	1	0	63	NMS	120	Dandong									[104, 105, 106, 107]							L.Haimberger	0	3.5		173.7	36.0	era5.conv._2:43210	OSCAR
22	0-20000-0-60096	0	23	 1:60096	3	DAKHLA			0	-15.930833333333332	23.711111111111112		19640801.0	19751206.0	1	0	63	NMS	65	Nouadhibou									[104, 105, 106, 107]							L.Haimberger	0	6.3		333.7	8.71	era5.conv._1:60096	OSCAR
